week,temperature,bi,observed_cases,predicted_cases,L,P,S_m,E_m,I_m,S_h,E_h,I_h,R_h,R0
137,29.39632355635308,2.6636648800817064,73.18882707785525,17.668418732028616,613926050173.0077,302069702560.7614,405005925416.9361,5432.311140839541,9256.35032832797,13997405.058259355,12.168728579200643,17.668418732028616,2565.1045933338664,0.46265736794458706
138,29.129207458729795,2.6093951607399886,83.26941847255037,17.104522119935194,611721103646.0708,300966942802.70776,403464880086.99304,5386.4896598392825,9012.877649870112,13997388.562807025,11.8512275272265,17.104522119935194,2582.4814433274505,0.49131716796768105
139,28.649837663630986,2.503436832039478,97.66812986361859,16.87706812449439,609718638409.6146,299836433399.7585,411955115312.0879,5608.53372459153,9096.127556643209,13997371.660513502,12.028390467268796,16.87706812449439,2599.4340279066223,0.5481907984317553
140,27.964269878239534,2.3640327355288138,117.56263034097987,17.339248682761646,605180325078.3218,298003039961.50415,433280864489.7522,6187.569856533441,9691.019473842674,13997353.229125772,12.956984588183216,17.339248682761646,2616.4746409573836,0.6288501013976135
141,27.12486904165738,2.241077476548677,137.45713081834114,18.788623142089865,595367253742.7603,294287121132.88885,466166731526.256,7129.270162886581,10932.15245629862,13997331.971859086,14.791871945053915,18.788623142089865,2634.4476458265513,0.7086734608483274
142,26.186628654151182,2.186262248153492,157.35163129570242,21.32230479548805,582306177614.955,288945959111.00214,503942507093.3698,8263.681368919657,12806.991455450905,13997306.865734382,17.401188058848355,21.32230479548805,2654.4107727640626,0.7456178923619949
143,25.204526555173228,2.2512510398125958,171.83088074500412,24.6079852166284,570863586172.6697,283573011969.95154,535765526661.40247,9212.325224186914,15026.851553220617,13997277.91233535,20.153418350711334,24.6079852166284,2677.326261083413,0.7055341924815258
144,24.217511405307917,2.459864389163355,142.49582642181704,27.69805045673466,568385166852.4855,280976470967.5647,549400796719.8005,9480.272898186247,16933.22952648854,13997246.885229668,21.890130499807288,27.69805045673466,2703.5265893758096,0.5945835297678598
145,23.21827430234595,2.755571230549571,113.16077209862999,29.200495444215914,573384966361.1196,281054453706.91547,534762721282.9833,8722.459103638093,17638.288044103487,13997217.230622048,21.42687720932303,29.200495444215914,2732.142005298903,0.4469035514394153
146,22.19121153666877,3.067432020347504,83.82571777544293,27.904231146072863,560140830127.7292,274854550025.90643,484519366533.7289,6961.167772662864,16422.173492748298,13997192.880478859,18.279310419176998,27.904231146072863,2760.9359795758023,0.2984937773573023
147,21.120719398657805,3.3245072149334085,54.49066345225586,23.57587786038115,505399893299.038,253056236857.37155,397764961089.03076,4657.512903026908,13227.82128902769,13997176.346916165,13.187072225127938,23.57587786038115,2786.890133749288,0.17468071478057898
148,19.998090277310897,3.4647413264448534,39.84127068788037,17.306828915300606,404203681439.6213,212993351845.27017,286197852720.98016,2515.6585572057975,8903.36903472448,13997167.448003232,7.828256229598242,17.306828915300606,2807.416911622622,0.08768077638702974
149,18.86898796118084,3.4961240581246895,29.333987593938883,10.950287777943748,276724675125.6828,161404471366.86792,174117977351.75485,1055.3377583666295,4822.277981541249,13997163.820765955,3.7496357236485935,10.950287777943748,2821.479310543034,0.037833231387728254
150,17.80484485479532,3.4598421183555135,18.8267044999974,6.008313900252981,162293248774.94235,111495219651.31242,87682221335.24648,337.3210309399809,2038.2911797358968,13997162.725296652,1.4585628278071086,6.008313900252981,2829.807826619995,0.014504274267533784
151,16.877248097375123,3.3972815560047342,8.319421406055923,2.919299658486283,84225663619.34386,72309033697.81213,36987330082.62107,83.39492885190108,664.1070841236792,13997162.476687372,0.47727034086234194,2.919299658486283,2834.1267426289205,0.0052621389277998495
152,16.155697062470658,3.349031449672558,2.324403031644528,1.2929266764942149,41067754267.549805,45412290046.238655,13870144610.863308,16.96400611983374,168.98904933802646,13997162.432107959,0.13819368567881352,1.2929266764942149,2836.1367716788845,0.001988985823680024
153,15.648195112329574,3.3322057853013853,1.844374869992376,0.5368669409303016,20530070449.647404,28250009051.383038,5165445899.509602,3.2479124687008687,35.09598332993154,13997162.425219,0.03717448000923396,0.5368669409303016,2837.0007395796747,0.0008511452706257307
154,15.292675152880237,3.337170302568147,1.3643467083402239,0.21365481755919102,11238360092.433285,17609363252.280605,2132462102.8984206,0.7109638219192397,6.333766265118849,13997162.424226984,0.009606058088827918,0.21365481755919102,2837.3525121399703,0.0004232229101919721
155,15.023258270973837,3.352835641800464,0.8843185466880719,0.08272904552072262,6762587875.3003845,11052860049.453665,1008637250.1224443,0.20547927812262065,1.0621205329496637,13997162.424088597,0.0024295531832240406,0.08272904552072262,2837.490752803998,0.00023866885823752788
156,14.77412062849826,3.3681164928218235,0.46829413992287566,0.03147294492026117,4335874658.717494,6999061281.963891,528222236.79780084,0.07707830537104621,0.18139197344289448,13997162.424069187,0.0006076501547552246,0.03147294492026117,2837.5438502182524,0.00014328776152765037
157,14.52399613183795,3.3752037375832415,0.52163060232867,0.011837286071625453,2833748026.5089083,4473597848.199639,290709648.18256605,0.03303139165771923,0.03647479543866632,13997162.424066253,0.0001511569597374302,0.011837286071625453,2837.563945303962,8.78435692731213e-05
158,14.37651867150435,3.375471764726896,0.5749670647344644,0.004419061097775968,1858616406.2636628,2884532566.650274,163335844.37693217,0.014820933489841977,0.009916403797760277,13997162.424065707,3.7531139342869597e-05,0.004419061097775968,2837.5714777005114,5.875479459955176e-05
159,14.457042100625607,3.3718919640748775,0.6283035271402586,0.0016416693576965205,1291598291.3053055,1873291989.584385,96795842.73149885,0.007523954578608801,0.003795156412655931,13997162.424065549,9.330667976154299e-06,0.0016416693576965205,2837.5742834510474,4.81399213398602e-05
160,14.890920272329875,3.367435725449274,0.681639989546053,0.0006079234000202465,928853266.3773279,1221055374.880856,63988740.3379243,0.005045428800093846,0.0021187727349204935,13997162.424065478,2.3388892853494686e-06,0.0006079234000202465,2837.5753242595647,5.4457282888061626e-05
161,15.775559031606768,3.36476484391735,0.6507048413506928,0.00022465943007106615,777049832.9669973,800171317.3385508,49882616.70022357,0.005221670649571226,0.0019307721541980112,13997162.424065402,6.153004368381824e-07,0.00022465943007106615,2837.575709323492,9.154496294333366e-05
162,16.995047489656532,3.364178093125643,0.5973683789448981,8.295926794094617e-05,892650804.0860275,548377794.8687546,48183601.89760466,0.009120317720880157,0.0031536677618816465,13997162.424065236,2.4388978502353657e-07,8.295926794094617e-05,2837.5758515608404,0.0002049879039235222
163,18.335153336387357,3.364885088732468,0.5440319165391034,3.083504720445734e-05,1427874709.0410225,468265146.5260956,59365053.05636218,0.02361232726433821,0.008123106918591593,13997162.424064517,4.867314401554174e-07,3.083504720445734e-05,2837.5759041612,0.000516535448824021
164,19.581119300186366,3.3660896311218362,0.49069545413330884,1.2799190634303139e-05,2985106324.0150685,672986753.8221283,105463616.1506874,0.08119087932765609,0.027709232787760194,13997162.424060186,2.7787000112678965e-06,1.2799190634303139e-05,2837.575924235738,0.0013626446759511998
165,20.52487008158166,3.3670118992159943,0.609102400674175,1.4108533321325163e-05,7676871306.110081,1616452078.9060135,290592289.0369644,0.3651348219222225,0.11956505231841626,13997162.424030852,1.9105843866832753e-05,1.4108533321325163e-05,2837.57593593405,0.003602935468363918
166,21.145246016525185,3.36733023081845,0.9291211751089409,6.762667604709707e-05,18969249330.16365,4426757479.6305485,964722961.1246991,1.757161161449022,0.5817604643783194,13997162.423834385,0.0001293427936839035,6.762667604709707e-05,2837.57596864518,0.008695439681279029
167,21.62857127073995,3.3672315384119376,1.2491399495437068,0.0003936437681344564,38196348064.40643,10306582242.609344,2835885983.8378663,6.970069263750269,2.5594247749501244,13997162.42271549,0.0007340107234492366,0.0003936437681344564,2837.576156854824,0.018295221991262982
168,22.17197968017587,3.3669292306383087,1.5691587239784726,0.0019089176919403644,65479424645.63936,19964413301.968697,6878625238.249496,21.811286906034262,9.194007857731442,13997162.417661661,0.0032908867546147438,0.0019089176919403644,2837.577138534271,0.035307944630487295
169,22.972448852862012,3.3666366169655224,1.9585148995407695,0.007691173023989071,103728232527.34155,34576236546.41334,14620967320.297253,58.89243797082572,28.053076711673544,13997162.398555558,0.012387085095194065,0.007691173023989071,2837.581366183706,0.06832205701302363
170,24.124977394864718,3.366502270322416,2.8118982980334843,0.028029932716726356,162633507949.05347,57714759039.40618,29561830144.32294,153.52283654075035,79.61643165598967,13997162.330920013,0.04376047099854701,0.028029932716726356,2837.5972895836167,0.1349492336257825
171,25.44686711189984,3.3664984809773486,3.665281696526199,0.09852382932765792,256633878702.1174,95812419722.0943,59008259216.66036,399.4970952058681,221.07102041012234,13997162.095232882,0.15236172742421286,0.09852382932765792,2837.6538815616423,0.24140372563560222
172,26.708593885900964,3.366567813978893,4.518665095018914,0.32138185739124997,385499211187.8605,151623167109.08716,111127364268.96481,941.8741990326471,572.0748340446669,13997161.35531263,0.4787106265027677,0.32138185739124997,2837.844594885572,0.35171148325921153
173,27.680633598801656,3.366652834375624,5.372048493511629,0.8899026114138773,524577431950.7752,217465375567.3637,185574261771.29337,1828.018267747451,1271.0925414840997,13997159.480485803,1.2179683102167898,0.8899026114138773,2838.411643275853,0.42625450169480694
174,28.169523158262287,3.36670240192462,5.841409362682614,1.9921553783296517,642967799087.2474,279501321931.56305,269358743733.58392,2882.675003886643,2339.770269723816,13997155.771983631,2.433148284405952,1.9921553783296517,2839.802712706309,0.48134462240308484
175,28.248312990205026,3.3667118982129933,6.214764599523174,3.6855364578262217,735753025849.2152,331420984273.70404,351690049401.93555,3968.586164728113,3692.606680346768,13997149.667245517,4.0539327582666544,3.6855364578262217,2842.5932852673536,0.5432935620952279
176,28.109505668271957,3.366697556049772,6.5881198363637345,5.962029315686045,816408937258.8878,375990367168.3825,432942176301.25354,5154.13210232895,5307.789360115496,13997140.577646557,6.091381058869885,5.962029315686045,2847.3689430682025,0.6157786024689995
177,27.946167219632144,3.3666757065988056,6.961475073204294,8.866746543875545,892429889828.6202,416678973410.60925,516493254046.1211,6537.516757422775,7254.184379306245,13997127.763990397,8.64117847511267,8.866746543875545,2854.728084584378,0.6882673456424362
178,27.945996901543076,3.366662261910084,8.237283253950892,12.483856642215192,963574649179.0502,454510470578.4775,601742935540.8186,8121.677373142707,9586.578298595412,13997110.412240064,11.763038339571319,12.483856642215192,2865.3408649544417,0.7429169695374591
179,28.153961711072473,3.366661987465083,10.530751137400049,16.812231384727664,1025904992094.4043,488506578991.5412,681857467814.7123,9768.557063091075,12220.802725950454,13997087.916497901,15.338849733798739,16.812231384727664,2879.9324209803917,0.7676543219752407
180,28.460674164459498,3.366667594548189,12.824219020849204,21.626011060816793,1073650120548.0734,516283362330.1359,746901125016.8291,11242.647763153485,14895.535597350061,13997060.241828987,19.007959859516056,21.626011060816793,2899.124200092292,0.7640954131676516
181,28.749051097755665,3.366671193455427,15.11768690429836,26.447206608559497,1101786839887.172,535155289298.85645,789436038576.3752,12323.436113964122,17267.034052605795,13997028.100876568,22.271260990665155,26.447206608559497,2923.18065583289,0.7444488230743549
182,28.90210384705274,3.3666649050551625,19.14352308668756,30.72442261417279,1111304235934.8286,544578257768.98346,808778680580.5155,12934.70698102037,19078.77087014927,13996992.67777678,24.768118434868214,30.72442261417279,2951.8296821709796,0.7305316992628715
183,28.853488331248023,3.3666465161564267,33.81105024828109,34.19488253512777,1112687870330.562,548049998615.8236,814950398121.8976,13290.734692668095,20390.207671648204,13996954.806739086,26.639637615746892,34.19488253512777,2984.35874076284,0.7406973126956907
184,28.670849128375835,3.3666288037557615,48.478577409874624,37.124562570682784,1119858839270.2957,551554909484.5692,824046196702.2781,13789.495163154172,21595.700233803767,13996914.341405518,28.48609403299709,37.124562570682784,3020.047937877967,0.7722258147520483
185,28.44373581560073,3.366626995505207,63.14610457146816,40.06428254155335,1137117798662.4377,558584577400.9937,844811199668.4393,14641.039678763973,23073.117841234023,13996870.541335234,30.771962414525927,40.06428254155335,3058.622419809502,0.8150472879051177
186,28.261697970087262,3.366656319056804,77.8136317330617,43.490926999778324,1162133548517.465,569490904950.6881,877792127274.0261,15863.368174239702,25022.096347109007,13996822.463756936,33.6987768204078,43.490926999778324,3100.346539244143,0.8564904174083194
187,28.195981991765255,3.3667259570490993,117.84104667473825,47.632768842339786,1189952380812.1711,582691165671.1171,917823712269.7916,17337.86841278257,27435.00893363987,13996769.307804069,37.21394034624877,47.632768842339786,3145.845486742861,0.8849166453542571
188,28.186822813199626,3.366801822797606,163.81707726853296,52.41755263159406,1215380705257.1445,595886280350.483,956756167954.5457,18853.5997230498,30111.507150987833,13996710.721317152,41.03700684845374,52.41755263159406,3195.824123368391,0.90476981951946
189,28.117362297592734,3.366830973417607,209.7931078623277,57.640783447925855,1237302725385.8171,607846693018.2269,991384409974.4243,20339.698503953932,32901.8650726116,13996646.51728639,45.01613177379485,57.640783447925855,3250.825798388213,0.9307325316581316
190,27.870506079680112,3.366760388004913,255.7691384561224,63.28358726561266,1259137582682.8826,619277074120.714,1026158455988.469,21968.637029282894,35920.61136890064,13996576.088261925,49.37816851941173,63.28358726561266,3311.2499822902914,0.9798113627718356
191,27.33394916796387,3.3665416513857798,280.9823509645899,69.76972037603582,1286613780652.2793,632328094999.2336,1071472397898.0453,24144.69902279994,39644.72510456266,13996497.729216762,54.816246247196055,69.76972037603582,3377.684816614881,1.0588188541350987
192,26.516620366041032,3.3662429336037767,283.70251054728544,77.89393287173668,1319461808309.848,647390934786.7373,1136812513643.1958,27283.279925085506,44792.0740652337,13996408.63693422,62.12591933405055,77.89393287173668,3451.343213573422,1.1267608236290116
193,25.555176197797543,3.366055234842497,286.42267012998093,87.89306397833937,1338270299902.9602,657508256925.8154,1212293120025.043,30983.342570468678,51525.60550664927,13996307.34816954,70.69258420973233,87.89306397833937,3534.0661822728043,1.1070507222185517
194,24.592362454576048,3.3661754110666657,289.1428297126765,98.10393771268998,1313831123483.7234,650395975904.194,1262175652446.903,33524.2381609239,58504.92508305596,13996197.287961684,77.50840301454318,98.10393771268998,3627.0996975885996,0.9767904877134137
195,23.77077515797902,3.366799794407862,283.87852087322426,104.86806023778576,1232527702177.5742,618387666833.1036,1246189938655.29,32857.83154922027,62933.10649596504,13996087.470563056,78.689823930838,104.86806023778576,3728.971552775429,0.8007335986366609
196,23.166118726039763,3.367890757595389,233.36889097493705,104.82673750932513,1112250263174.6663,566342736165.8406,1153285200167.9053,28685.72765669063,62370.747659395776,13995987.72764292,73.01679956723261,104.82673750932513,3834.428820003574,0.6456974966794485
197,22.682134179971857,3.368809215905196,182.85926107664983,97.49476311422234,984430216658.9109,506424069424.16925,1010030461562.993,22763.666273172967,56779.97400306461,13995903.568476614,62.809019657614456,97.49476311422234,3936.1277406145523,0.5148877539845311
198,22.1953099953105,3.368820766382578,132.3496311783626,84.59976291768999,856670895919.8752,444352002870.0109,845481110662.6586,16665.56516689141,47716.76186560686,13995837.566570751,50.307803556520554,84.59976291768999,4027.5258627744206,0.39491482497241165
199,21.582134647590916,3.367191006072834,81.8400012800754,68.34660221753921,724033463834.0634,380270226233.74164,674934323061.0841,11174.117768790029,36915.13360608127,13995790.468610646,37.01858636680559,68.34660221753921,4104.166200769452,0.27690163238642396
200,20.741923595705675,3.3635048805816106,60.458480230840266,50.77006517089177,578408777140.753,312078931241.2148,502889729923.41034,6612.670715759558,25759.85651922483,13995761.317558913,24.183370311637535,50.77006517089177,4163.7290056049105,0.16575180950490268
201,19.732270887013907,3.359561646471424,45.47093429481196,33.92596739135737,418740594347.6549,239750174463.93915,334467747616.726,3226.8013272344638,15513.447285309168,13995746.848866913,13.309931455450753,33.92596739135737,4205.915234239724,0.08292803267160741
202,18.67782733722521,3.358098681741996,30.483388358783657,20.04095400922174,268315495980.2798,170787812298.25357,190039176739.75134,1230.8689498619817,7674.276414327858,13995741.391464952,5.990876946304731,20.04095400922174,4232.576704092095,0.03553231515453964
203,17.70348521053177,3.361856742247411,15.495842422755352,10.466959877063303,152805681523.92288,114004858285.97935,90485101237.47954,362.05760801543795,3013.0562284292682,13995739.844738478,2.2248083259865123,10.466959877063303,4247.463493319109,0.01385455314589974
204,16.93159957312409,3.3733222781493923,7.852193995381063,4.918816215703032,80142559956.05609,72924382643.82219,36989126752.51632,85.06599766281703,933.4879023577876,13995739.503199553,0.7092521339680022,4.918816215703032,4254.868732097211,0.005451321010049382
205,16.42333562675172,3.3888486231434074,7.852193995381063,2.1342749106391055,41669331244.65704,45733461607.61513,14131702803.820456,17.74237341268906,236.05221775579983,13995739.438796002,0.20449503318970208,2.1342749106391055,4258.222434053753,0.0024083869644788715
206,16.177051401079844,3.398493890224097,7.852193995381063,0.8762373802808906,23291203373.965115,28551728057.403408,5708196814.049393,3.9395222816490163,51.98743306847388,13995739.427266728,0.05564393809383371,0.8762373802808906,4259.6408519534925,0.001294803605408371
207,16.188244197232663,3.3920294589298265,7.852193995381063,0.3467676734637639,14738344836.768095,17910176229.215694,2686278855.488979,1.1626793572970926,10.817138907493048,13995739.425123382,0.014685092510928074,0.3467676734637639,4260.2134238516655,0.0008950788488286715
208,16.452333710790743,3.3592597514674756,7.672983481697598,0.13397141571719817,10783029089.464632,11392461349.087221,1522824061.115782,0.5323959910214032,2.3690278072584645,13995739.424667798,0.0038272160241081326,0.13397141571719817,4260.437533570275,0.0008061657876326422
209,16.935476284453518,3.3024488575316715,6.552917771175917,0.05095599747828557,9119255000.219654,7478849505.389727,1031809633.750211,0.37884491172199164,0.6543101750115204,13995739.424541859,0.001002190482846639,0.05095599747828557,4260.523499953083,0.0009127575399163375
210,17.530718988475606,3.2549891257227457,5.432852060654236,0.01919068711069032,8805957023.869865,5263938324.905183,823829519.8474263,0.3832478097590372,0.3041395014420597,13995739.42448604,0.00027465734168487336,0.01919068711069032,4260.556048616341,0.00118889446088092
211,18.119879128431204,3.2550542820331523,4.312786350132555,0.00719259807999091,9467432094.299528,4214143233.869716,763768889.2558432,0.48593100071805845,0.2682095288217028,13995739.424437357,9.362672055446687e-05,0.00719259807999091,4260.5682764180865,0.0016338581069657839
212,18.584774009894552,3.340818052455345,3.192720639610874,0.0027088829654050304,11102040732.299618,4013606192.3660917,816395812.6405102,0.6982795294930015,0.34946588579190785,13995739.42436505,6.324841690839199e-05,0.0027088829654050304,4260.572862819389,0.0022098121831228283
213,18.833270905563477,3.533239561463055,3.267925051603023,0.0010637621647215675,13836293471.295708,4478946802.078092,980268646.1119857,1.0461621086227129,0.5220963238168767,13995739.42423721,8.759028908255495e-05,0.0010637621647215675,4260.574611437243,0.0027831862949383008
214,18.948244135621557,3.73762801462082,3.587943826037791,0.0004962859277853818,17512292090.91632,5453284503.434521,1242171647.0577912,1.500425921766125,0.7773156826885677,13995739.424022866,0.00014218307848513274,0.0004962859277853818,4260.575338664581,0.003338012019794739
215,19.08464036894318,3.8116650424815757,3.907962600472559,0.0003471908128536668,21723929600.488686,6774962585.588669,1592159435.1014965,2.05402655417264,1.108491967878285,13995739.423694596,0.00021882403980069402,0.0003471908128536668,4260.575739389453,0.00407079091568448
216,19.397630105109762,3.6128843615371387,4.227981374907327,0.0003775783603472421,26168844310.036285,8338269107.6760435,2058371158.644643,2.8497892434571486,1.567526425338252,13995739.423200682,0.00033025745520635794,0.0003775783603472421,4260.576091482379,0.005470496221071817
217,20.03519242473126,3.0085585112452455,4.921355386182654,0.0005404908631916681,30797837661.122498,10150589156.528816,2761285317.8921824,4.395567327756355,2.3868193596978897,13995739.422371378,0.0005493500562694857,0.0005404908631916681,4260.5765387809115,0.008772148765839668
218,20.979903772074348,2.0899529592796475,5.9880846342985405,0.0009878092039728675,34778979380.32584,12140568457.867107,3973543854.812508,8.265329357005925,4.334700621413504,13995739.420573838,0.0011698221503632174,0.0009878092039728675,4260.57726853059,0.01640606150104757
219,22.04893795506237,1.1723261015301143,7.054813882414427,0.002415115000823506,34537431461.70371,13407674086.67982,5915515862.570089,18.11852380920409,9.51939488936542,13995739.415440343,0.0033022497045710813,0.002415115000823506,4260.578842291974,0.031238203163243106
220,23.052277362647256,0.5806751568523301,8.121543130530313,0.007204370907951687,26518885619.300674,12193434741.875622,8185330803.158048,38.563629281083465,22.21374598298942,13995739.399130894,0.01044130904863005,0.007204370907951687,4260.5832234261725,0.052462879981614544
221,23.800204409981074,0.6394317547429754,9.460288336915733,0.0212285271238423,16161606751.104643,8910960309.550499,9801508805.990221,68.36565528879527,47.102455452752224,13995739.352724396,0.02967293858667834,0.0212285271238423,4260.596374138598,0.07157499985147503
222,24.19960842196818,1.4909106291236938,12.127111457205467,0.052551705931983675,20459900688.463737,9429838868.373125,11217675094.252756,99.22535349052772,84.11787213748883,13995739.249222877,0.0666474384477242,0.052551705931983675,4260.631577979116,0.08460845124303518
223,24.391960922505866,2.83520781602703,14.7939345774952,0.10497612507989978,59374276252.16939,21872490156.228176,16216044289.588583,140.09473530959846,131.8458267180241,13995739.066966316,0.11947374979322015,0.10497612507989978,4260.708583809395,0.10621811263200615
224,24.55365122114266,4.306594673525601,17.460757697784935,0.18068603161311472,161983251856.81924,56215866453.66899,32099234348.033962,242.2886643907584,207.45444523874215,13995738.77619327,0.1940243186693848,0.18068603161311472,4260.849096379258,0.15457289846307015
225,24.861068627427017,5.53934255969202,20.12758081807467,0.3034820712678649,374829643619.3092,130630095864.77676,72030985351.51814,516.4744145814559,372.6805413658485,13995738.276503999,0.33490494737190374,0.3034820712678649,4261.085108982574,0.24524861054968752
226,25.458288617700905,6.2219196865816,28.439535119393682,0.5642085760285672,730574556273.365,264371381526.8848,157550720197.87555,1186.1165970471977,777.1308587046892,13995737.257421607,0.6773633787139208,0.5642085760285672,4261.501006438106,0.3949644018207649
227,26.27901353023387,6.395632698419483,37.82675250281348,1.2110396471327416,1204037066067.9983,460382817268.8406,315051987458.5019,2656.5517248593214,1734.196136621019,13995734.891276289,1.5572021458632634,1.2110396471327416,4262.340481918227,0.5912364892065395
228,27.17273992241074,6.243018417291133,47.21396988623328,2.7728790467324766,1707187054505.2795,692767421175.8406,556615441432.8726,5357.657044594001,3735.042378412246,13995729.409929212,3.5909634948823617,2.7728790467324766,4264.2262282462025,0.7720777675634788
229,27.988741040383726,5.946988203523549,56.601187269653074,6.012269223688131,2111717585086.2034,907717899607.5692,851863572906.7327,9228.032976726665,7181.653916636781,13995718.147685727,7.394493190092542,6.012269223688131,4268.445551859115,0.8788043381052321
230,28.58125281204957,5.685599032697776,65.6347839073225,11.434892296419106,2334517355916.3477,1056351082228.9801,1130413016141.5881,13447.216871467997,11904.523274820292,13995698.700548545,12.884970029306926,11.434892296419106,4276.979589129748,0.9198164391994467
231,28.91346662957269,5.530330072072641,74.32862727946703,18.766543504803643,2420226709624.96,1137017474471.1792,1337764824987.4314,17178.54624219952,17178.80651821245,13995670.057065,19.22741303070901,18.766543504803643,4291.94897846373,0.9373176504116357
232,29.05472370634643,5.448827098113773,83.02247065161156,27.20177644997657,2457884633568.6514,1179109435876.722,1472760353103.1414,20313.155123514094,22389.167999109708,13995632.203136176,25.718860553575695,27.20177644997657,4314.876226820576,0.9542629251242243
233,29.078766689183798,5.404430503151139,91.71631402375608,36.05489281245841,2486486190976.9766,1204746201552.8408,1561279231299.1272,23143.091458065293,27367.730114136506,13995585.303148411,32.151128279708196,36.05489281245841,4346.490830496619,0.9773596077088189
234,29.059254480327482,5.360523619340901,107.66818320008137,45.053003915524855,2517078642295.0757,1224895928297.675,1627896012756.1902,25967.101337161093,32250.52352540836,13995529.268337267,38.64089807153242,45.053003915524855,4387.037760746423,1.0022717669869
235,29.046587851776415,5.29241532894746,156.68439215100636,54.19359391256545,2540011056357.6177,1240096104153.3438,1683425465987.396,28877.174961738765,37181.73648638722,13995463.871467525,45.286490175093235,54.19359391256545,4436.648448387202,1.0220433111593523
236,29.036269850573312,5.203563190114642,205.70060110193134,63.47886472958412,2540669716019.7285,1245880179546.3857,1726900451123.887,31761.846788362254,42151.7689633052,13995389.036851,52.00955989534282,63.47886472958412,4495.474724375032,1.0374809984447602
237,29.015886158145783,5.101484371082985,254.71681005285632,72.86547191348126,2520482646349.781,1241606299557.2588,1757271602072.3096,34551.99291834732,47113.235858279215,13995304.72743201,58.766036407351095,72.86547191348126,4563.641059668473,1.0511898134931403
238,28.97302245592148,4.993696040093029,303.7330190037813,82.33748679944725,2485337852272.4004,1229123007092.7004,1776110257901.7837,37255.18868457363,52059.58626916835,13995210.83898269,65.58622110753583,82.33748679944725,4641.237309402892,1.0665560338769793
239,28.894515735655354,4.88669388283238,318.79256916405757,91.97449166777851,2442802252432.556,1211570346399.372,1787572119076.0122,39969.426817143125,57074.596297082906,13995107.030721098,72.61735253427337,91.97449166777851,4728.377434699763,1.0877769828637465
240,28.762478761839716,4.780528036317089,327.85976777304256,102.02396452148736,2400951179319.3477,1192668518852.9292,1797894035606.8477,42903.185205230715,62376.83822242156,13994992.460100485,80.18158115209465,102.02396452148736,4825.3343538414065,1.1204880179168235
241,28.557186633841187,4.672741400008605,336.9269663820276,112.99800505270201,2365186221806.9624,1175385529965.3484,1814946775378.8328,46417.573629886756,68384.62745639165,13994865.380547574,88.87128128287567,112.99800505270201,4932.750166090633,1.1706719119784947
242,28.258910336509576,4.560871259684491,345.99416499101267,125.77118804222782,2338624322922.8438,1161721768214.9229,1846948089962.9521,51036.500109349865,75765.78169964827,13994722.668442579,99.60683771392127,125.77118804222782,5051.953531664865,1.2429331356591014
243,27.848662129605355,4.442078014966391,357.80712468464793,141.63740531731415,2321439006515.885,1152360439999.826,1900764715255.691,57432.431277837764,85463.32531615607,13994559.369009202,113.64173258595444,141.63740531731415,5185.351852894385,1.3372250729100685
244,27.32300316364165,4.305616548129881,372.1546330718067,162.26466178718672,2308302190473.672,1145584548022.4932,1979319598949.1194,66344.6508043891,98668.7739819179,13994368.461411174,132.43505765677602,162.26466178718672,5336.8388693816505,1.4403434110101578
245,26.693252944101026,4.133238155949402,386.50214145896547,189.32816278793132,2281066327732.569,1134321198356.3025,2075632993799.2617,78197.62760677504,116541.27735080261,13994141.596249267,157.0507816282293,189.32816278793132,5512.02480631638,1.5204373776311435
246,25.971314009258787,3.9063977040307964,400.8496498461242,223.58673366701865,2209301455820.4336,1105541144828.5889,2167376948892.389,92361.21999852851,139533.66480431016,13993871.570661465,187.00662684686426,223.58673366701865,5717.8359780214105,1.5306546803337067
247,25.169096477532804,3.606632682764357,399.1652843633495,263.2170351638279,2059992320370.188,1043782992059.5717,2215771224261.671,106056.96302940472,166137.77321255958,13993557.462309841,218.48539915102666,263.2170351638279,5960.835255844079,1.4277020345631914
248,24.300342480269066,3.2354498208498965,329.13450922454155,301.5943347467772,1809255842469.197,936691194150.6278,2171309478492.0063,113555.14605776047,191121.15115509662,13993212.299953457,242.5501523057282,301.5943347467772,6243.555559490526,1.204554379803088
249,23.38299806891494,2.8401792585203585,259.1037340857336,326.2690206023008,1467068823068.6484,785532105977.7584,1992093313619.599,107849.6259724158,204806.6660115001,13992868.519938676,246.2282599512694,326.2690206023008,6558.982780770743,0.9069151775356343
250,22.43559661064096,2.47455297273077,189.07295894692567,322.68695021272856,1091379090847.3297,612188256099.561,1672211435531.7708,86359.07310157674,196539.0774048988,13992571.438675992,219.8125053969397,322.68695021272856,6886.061868398141,0.6070231318779556
251,21.476671472617657,2.192302940436161,119.04218380811773,283.6971434351882,747215503643.8058,445264205143.7892,1257926812471.2505,55848.894379689125,162888.81800860353,13992357.404907933,166.929568191681,283.6971434351882,7191.968380440626,0.36181077724842536
252,20.52475602201557,2.0471611385915605,89.00948855666226,217.65488085584593,478475157859.93054,306545535668.2122,833295463356.7703,28364.315431308463,113370.61922302768,13992232.680448959,105.5531688909484,217.65488085584593,7444.111501294556,0.1929259909569189
253,19.598383626005205,2.092859544151997,65.48810863570681,144.85954963873377,295766661137.2472,204266347939.56396,479985628329.3388,11206.778832483318,65091.4296173527,13992174.898068137,55.20585411698399,144.85954963873377,7625.036528106816,0.09275105988077387
